;;;;hsa04917; ; ;hsa04610; ; ;hsa04145; ; ;hsa04380; ; ;hsa04666; ; ;hsa04340; ; ;hsa03050; ; ;hsa04621; ; ;hsa04152; ; ;hsa04066; ; ;hsa05100; ; ;hsa04650; ; ;hsa04662; ; ;hsa04060; ; ;hsa04120; ; ;hsa04330; ; ;hsa04151; ; ;hsa04520; ; ;hsa04660; ; ;hsa04110; ; ;hsa04068; ; ;hsa04530; ; ;hsa04210; ; ;hsa04640; ; ;hsa04140; ; ;hsa04510; ; ;hsa04150; ; ;hsa04144; ; ;hsa04014; ; ;hsa04350; ; ;hsa04062; ; ;hsa04630; ; ;hsa04620; ; ;hsa04310; ; ;hsa04010; ; ;hsa04810; ; ;hsa04612; ; ;hsa04064; ; ;hsa04722; ; 
mirnaname;type;hostgene;Link to target;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget;hosted;target;valtarget
"hsa-mir-589";"intra";"FBXL18";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-589/";"0";"27";"0";"0";"28";"0";"0";"25";"0";"0";"34";"0";"0";"22";"0";"0";"9";"0";"0";"9";"0";"0";"22";"0";"0";"35";"0";"0";"34";"0";"0";"24";"0";"0";"23";"0";"0";"19";"0";"0";"75";"0";"0";"36";"0";"0";"9";"0";"0";"50";"0";"0";"26";"0";"0";"29";"0";"0";"60";"0";"0";"40";"0";"0";"23";"0";"0";"34";"0";"0";"31";"0";"0";"10";"0";"0";"27";"0";"0";"28";"0";"0";"39";"0";"0";"23";"0";"0";"22";"0";"0";"24";"0";"0";"20";"0";"0";"32";"0";"0";"36";"0";"0";"55";"0";"0";"30";"0";"0";"15";"0";"0";"35";"0";"0";"36";"0"
"hsa-mir-590";"intra";"EIF4H";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-590/";"0";"39";"0";"0";"31";"0";"0";"37";"0";"0";"43";"0";"0";"24";"0";"0";"19";"0";"0";"20";"0";"0";"34";"0";"0";"36";"0";"0";"56";"0";"0";"23";"0";"0";"40";"0";"0";"33";"0";"0";"110";"1";"0";"42";"0";"0";"13";"0";"0";"57";"0";"0";"46";"0";"0";"43";"0";"0";"71";"0";"0";"54";"0";"0";"36";"0";"0";"43";"0";"0";"38";"0";"0";"13";"0";"0";"36";"0";"0";"38";"0";"0";"55";"0";"0";"43";"0";"0";"35";"1";"0";"30";"0";"0";"29";"0";"0";"46";"0";"0";"41";"0";"0";"71";"0";"0";"39";"0";"0";"29";"0";"0";"52";"0";"0";"46";"0"
"hsa-mir-616";"intra";"DDIT3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-616/";"0";"35";"0";"0";"23";"0";"0";"36";"0";"0";"40";"0";"0";"21";"0";"0";"11";"0";"0";"12";"0";"1";"25";"0";"0";"35";"0";"1";"52";"0";"0";"22";"0";"0";"31";"0";"0";"25";"0";"1";"88";"0";"0";"37";"0";"0";"15";"0";"0";"56";"0";"0";"39";"0";"0";"33";"0";"0";"63";"0";"0";"50";"0";"0";"33";"0";"0";"37";"0";"0";"33";"0";"0";"10";"0";"0";"33";"0";"1";"32";"0";"0";"36";"0";"0";"36";"0";"0";"25";"0";"0";"26";"0";"0";"31";"0";"1";"34";"0";"0";"35";"0";"1";"54";"0";"1";"35";"0";"0";"19";"0";"1";"37";"0";"0";"45";"0"
"hsa-mir-548c";"intra";"RASSF3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-548c/";"0";"56";"0";"0";"48";"0";"0";"49";"0";"0";"56";"0";"0";"40";"0";"0";"23";"0";"0";"26";"0";"0";"42";"0";"0";"61";"0";"0";"72";"0";"0";"42";"0";"0";"49";"0";"0";"42";"0";"0";"129";"0";"0";"70";"0";"0";"29";"0";"0";"89";"0";"0";"62";"0";"0";"57";"0";"0";"99";"0";"0";"82";"0";"0";"50";"0";"0";"55";"0";"0";"49";"0";"0";"24";"0";"0";"63";"0";"0";"50";"0";"0";"68";"0";"0";"56";"0";"0";"47";"0";"0";"46";"0";"0";"50";"0";"0";"51";"0";"0";"68";"0";"0";"94";"0";"0";"57";"0";"0";"29";"0";"0";"61";"0";"0";"66";"0"
"hsa-mir-619";"intra";"SSH1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-619/";"0";"18";"0";"0";"11";"0";"0";"10";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"3";"0";"0";"8";"0";"0";"12";"0";"0";"22";"0";"0";"7";"0";"0";"10";"0";"0";"10";"0";"0";"36";"0";"0";"12";"0";"0";"2";"0";"0";"26";"0";"0";"13";"0";"0";"16";"0";"0";"17";"0";"0";"21";"0";"0";"11";"0";"0";"12";"0";"0";"13";"0";"0";"4";"0";"0";"16";"0";"0";"11";"0";"0";"17";"0";"0";"16";"0";"0";"10";"0";"0";"14";"0";"0";"11";"0";"0";"14";"0";"0";"11";"0";"0";"23";"0";"1";"15";"0";"0";"8";"0";"0";"14";"0";"0";"17";"0"
"hsa-mir-625";"intra";"FUT8";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-625/";"0";"35";"0";"0";"28";"0";"0";"28";"0";"0";"27";"0";"0";"23";"0";"0";"15";"0";"0";"16";"0";"0";"19";"0";"0";"31";"0";"0";"40";"0";"0";"23";"0";"0";"24";"0";"0";"26";"0";"0";"74";"0";"0";"39";"0";"0";"16";"0";"0";"52";"0";"0";"33";"0";"0";"29";"0";"0";"42";"0";"0";"40";"0";"0";"26";"0";"0";"32";"0";"0";"25";"0";"0";"16";"0";"0";"39";"0";"0";"28";"0";"0";"42";"0";"0";"34";"0";"0";"26";"0";"0";"23";"0";"0";"25";"0";"0";"22";"0";"0";"36";"0";"0";"50";"0";"0";"41";"0";"0";"23";"0";"0";"35";"0";"0";"39";"1"
"hsa-mir-629";"intra";"TLE3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-629/";"0";"31";"0";"0";"28";"0";"0";"21";"0";"0";"37";"0";"0";"25";"0";"0";"16";"0";"0";"15";"0";"0";"21";"0";"0";"27";"0";"0";"39";"0";"0";"22";"0";"0";"26";"0";"0";"25";"0";"0";"88";"0";"0";"33";"0";"0";"13";"0";"0";"44";"0";"0";"27";"0";"0";"33";"0";"0";"47";"0";"0";"43";"0";"0";"28";"0";"0";"28";"0";"0";"29";"0";"0";"14";"0";"0";"32";"0";"0";"25";"0";"0";"43";"0";"0";"36";"0";"0";"29";"0";"0";"23";"0";"0";"22";"0";"0";"38";"0";"0";"30";"0";"0";"52";"0";"0";"29";"0";"0";"18";"0";"0";"43";"0";"0";"34";"0"
"hsa-mir-33b";"intra";"SREBF1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-33b/";"0";"23";"0";"0";"21";"0";"0";"19";"0";"0";"24";"0";"0";"14";"0";"0";"10";"0";"0";"6";"0";"0";"18";"0";"1";"26";"0";"0";"24";"0";"0";"15";"0";"0";"16";"0";"0";"18";"0";"0";"60";"0";"0";"24";"0";"0";"7";"0";"0";"33";"0";"0";"25";"0";"0";"26";"0";"0";"31";"0";"0";"33";"0";"0";"18";"0";"1";"21";"0";"0";"23";"0";"0";"7";"0";"0";"19";"0";"0";"18";"0";"0";"25";"0";"0";"22";"0";"0";"20";"0";"0";"17";"0";"0";"16";"0";"0";"26";"0";"0";"18";"0";"0";"37";"0";"0";"19";"0";"0";"17";"0";"0";"28";"0";"0";"27";"0"
"hsa-mir-634";"intra";"PRKCA";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-634/";"0";"16";"0";"0";"21";"0";"0";"14";"0";"0";"16";"0";"1";"16";"0";"0";"8";"0";"0";"6";"0";"0";"11";"0";"0";"20";"0";"1";"26";"0";"0";"9";"0";"1";"12";"0";"0";"14";"0";"0";"44";"0";"0";"20";"0";"0";"11";"0";"1";"28";"0";"0";"17";"0";"0";"17";"0";"0";"25";"0";"0";"30";"0";"1";"13";"0";"0";"10";"0";"0";"16";"0";"0";"5";"0";"1";"17";"0";"1";"17";"0";"0";"27";"0";"1";"21";"0";"0";"16";"0";"0";"15";"0";"0";"15";"0";"0";"10";"0";"1";"16";"0";"1";"35";"0";"0";"16";"0";"0";"10";"0";"0";"19";"0";"0";"21";"0"
"hsa-mir-638";"intra";"DNM2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-638/";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"3";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"2";"0";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"0";"0";"6";"0";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0";"4";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"3";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"0";"3";"0";"0";"1";"0";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0"
"hsa-mir-644a";"intra";"ITCH";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-644a/";"0";"9";"0";"0";"12";"0";"0";"10";"0";"0";"11";"0";"0";"11";"0";"0";"4";"0";"0";"5";"0";"0";"8";"0";"0";"15";"0";"0";"17";"0";"0";"9";"0";"0";"17";"0";"0";"10";"0";"0";"43";"0";"1";"15";"0";"0";"9";"0";"0";"20";"0";"0";"13";"0";"0";"12";"0";"0";"16";"0";"0";"15";"0";"0";"10";"0";"0";"10";"0";"0";"17";"0";"0";"5";"0";"0";"10";"0";"0";"11";"0";"0";"18";"0";"0";"11";"0";"0";"9";"0";"0";"11";"0";"0";"7";"0";"0";"16";"0";"0";"16";"0";"0";"22";"0";"0";"16";"0";"0";"7";"0";"0";"24";"0";"0";"13";"0"
"hsa-mir-652";"intra";"TMEM164";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-652/";"0";"9";"0";"0";"7";"0";"0";"11";"0";"0";"9";"0";"0";"11";"0";"0";"2";"0";"0";"5";"0";"0";"6";"0";"0";"10";"0";"0";"15";"0";"0";"7";"0";"0";"11";"0";"0";"8";"0";"0";"21";"0";"0";"13";"0";"0";"3";"0";"0";"16";"0";"0";"13";"0";"0";"7";"0";"0";"17";"0";"0";"18";"0";"0";"12";"0";"0";"12";"0";"0";"11";"0";"0";"5";"0";"0";"12";"0";"0";"17";"0";"0";"14";"0";"0";"12";"0";"0";"8";"0";"0";"13";"0";"0";"4";"0";"0";"11";"0";"0";"9";"0";"0";"20";"0";"0";"11";"0";"0";"8";"0";"0";"14";"0";"0";"14";"0"
"hsa-mir-548d-1";"intra";"ATAD2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-548d-1/";"0";"52";"0";"0";"40";"0";"0";"42";"0";"0";"48";"0";"0";"31";"0";"0";"17";"0";"0";"20";"0";"0";"35";"0";"0";"49";"0";"0";"65";"0";"0";"36";"0";"0";"45";"0";"0";"40";"0";"0";"112";"0";"0";"60";"0";"0";"21";"0";"0";"77";"0";"0";"53";"0";"0";"54";"0";"0";"86";"0";"0";"82";"0";"0";"45";"0";"0";"48";"0";"0";"43";"0";"0";"15";"0";"0";"58";"0";"0";"43";"0";"0";"61";"0";"0";"52";"0";"0";"41";"0";"0";"44";"0";"0";"48";"0";"0";"43";"0";"0";"56";"0";"0";"88";"0";"0";"56";"0";"0";"24";"0";"0";"52";"0";"0";"64";"0"
"hsa-mir-548d-2";"intra";"PITPNC1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-548d-2/";"0";"52";"0";"0";"40";"0";"0";"42";"0";"0";"48";"0";"0";"31";"0";"0";"17";"0";"0";"20";"0";"0";"35";"0";"0";"49";"0";"0";"65";"0";"0";"36";"0";"0";"45";"0";"0";"40";"0";"0";"112";"0";"0";"60";"0";"0";"21";"0";"0";"77";"0";"0";"53";"0";"0";"54";"0";"0";"86";"0";"0";"82";"0";"0";"45";"0";"0";"48";"0";"0";"43";"0";"0";"15";"0";"0";"58";"0";"0";"43";"0";"0";"61";"0";"0";"52";"0";"0";"41";"0";"0";"44";"0";"0";"48";"0";"0";"43";"0";"0";"56";"0";"0";"88";"0";"0";"56";"0";"0";"24";"0";"0";"52";"0";"0";"64";"0"
"hsa-mir-653";"intra";"CALCR";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-653/";"0";"10";"0";"0";"9";"0";"0";"9";"0";"1";"11";"0";"0";"12";"0";"0";"3";"0";"0";"5";"0";"0";"7";"0";"0";"13";"0";"0";"14";"0";"0";"4";"0";"0";"9";"0";"0";"15";"0";"0";"29";"0";"0";"16";"0";"0";"5";"0";"0";"13";"0";"0";"8";"0";"0";"11";"0";"0";"20";"0";"0";"16";"0";"0";"11";"0";"0";"13";"0";"0";"10";"0";"0";"3";"0";"0";"11";"0";"0";"6";"0";"0";"12";"0";"0";"13";"0";"0";"8";"0";"0";"9";"0";"0";"8";"0";"0";"8";"0";"0";"9";"0";"0";"16";"0";"0";"11";"0";"0";"7";"0";"0";"17";"0";"0";"13";"0"
"hsa-mir-660";"intra";"CLCN5";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-660/";"0";"43";"0";"0";"34";"0";"0";"24";"0";"0";"39";"0";"0";"27";"0";"0";"15";"0";"0";"19";"0";"0";"22";"0";"0";"38";"0";"0";"52";"0";"0";"21";"0";"0";"38";"0";"0";"28";"0";"0";"94";"0";"0";"45";"0";"0";"15";"0";"0";"60";"0";"0";"35";"0";"0";"40";"0";"0";"53";"0";"0";"50";"0";"0";"30";"0";"0";"39";"0";"0";"37";"0";"0";"14";"0";"0";"44";"0";"0";"36";"0";"0";"43";"0";"0";"32";"0";"0";"24";"0";"0";"29";"0";"0";"30";"0";"0";"43";"0";"0";"44";"0";"0";"65";"0";"0";"44";"0";"0";"20";"0";"0";"47";"0";"0";"48";"0"
"hsa-mir-421";"inter";"FTX";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-421/";"0";"22";"0";"0";"12";"0";"0";"14";"0";"0";"19";"0";"0";"11";"0";"0";"7";"0";"0";"8";"0";"0";"15";"0";"0";"19";"0";"0";"21";"0";"0";"10";"0";"0";"14";"0";"0";"11";"0";"0";"44";"0";"0";"26";"0";"0";"5";"0";"0";"24";"0";"0";"17";"0";"0";"19";"0";"0";"31";"1";"0";"29";"1";"0";"14";"0";"0";"21";"1";"0";"11";"0";"0";"5";"0";"0";"18";"0";"0";"14";"0";"0";"24";"0";"0";"17";"0";"0";"14";"0";"0";"14";"0";"0";"17";"0";"0";"23";"0";"0";"16";"0";"0";"42";"0";"0";"22";"0";"0";"9";"0";"0";"24";"1";"0";"26";"0"
"hsa-mir-671";"intra";"CHPF2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-671/";"0";"17";"0";"0";"16";"0";"0";"13";"0";"0";"19";"0";"0";"14";"0";"0";"5";"0";"0";"9";"0";"0";"10";"0";"0";"21";"0";"0";"22";"0";"0";"14";"0";"0";"18";"0";"0";"14";"0";"0";"47";"0";"0";"19";"0";"0";"8";"0";"0";"29";"0";"0";"20";"0";"0";"17";"0";"0";"24";"0";"0";"27";"0";"0";"16";"0";"0";"20";"0";"0";"21";"0";"0";"6";"0";"0";"20";"0";"0";"14";"0";"0";"26";"0";"0";"13";"0";"0";"11";"0";"0";"15";"0";"0";"8";"0";"0";"19";"0";"0";"20";"0";"0";"35";"0";"0";"18";"0";"0";"7";"0";"0";"21";"0";"0";"24";"0"
"hsa-mir-320b-1";"inter";"IGSF3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-320b-1/";"0";"30";"0";"0";"25";"0";"0";"19";"0";"0";"27";"0";"0";"19";"0";"0";"9";"0";"0";"11";"0";"0";"16";"0";"0";"31";"0";"0";"37";"0";"0";"21";"0";"0";"25";"0";"0";"18";"0";"0";"59";"0";"0";"34";"0";"0";"12";"0";"0";"39";"0";"0";"25";"0";"0";"27";"0";"0";"43";"0";"0";"40";"0";"0";"23";"0";"0";"26";"0";"0";"25";"0";"0";"9";"0";"0";"29";"0";"0";"24";"0";"0";"38";"0";"0";"25";"0";"0";"24";"0";"0";"28";"0";"0";"16";"0";"0";"26";"0";"0";"29";"0";"0";"48";"0";"0";"28";"0";"0";"16";"0";"0";"32";"0";"0";"34";"0"
"hsa-mir-320c-1";"intra";"ABHD3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-320c-1/";"0";"30";"0";"0";"25";"0";"0";"19";"0";"0";"27";"0";"0";"19";"0";"0";"9";"0";"0";"11";"0";"0";"16";"0";"0";"31";"0";"0";"37";"0";"0";"21";"0";"0";"25";"0";"0";"18";"0";"0";"59";"0";"0";"34";"0";"0";"12";"0";"0";"39";"0";"0";"25";"0";"0";"27";"0";"0";"43";"0";"0";"40";"0";"0";"23";"0";"0";"26";"0";"0";"25";"0";"0";"9";"0";"0";"29";"0";"0";"24";"0";"0";"38";"0";"0";"25";"0";"0";"24";"0";"0";"28";"0";"0";"16";"0";"0";"26";"0";"0";"29";"0";"0";"48";"0";"0";"28";"0";"0";"16";"0";"0";"32";"0";"0";"34";"0"
"hsa-mir-454";"intra";"SKA2";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-454/";"0";"23";"0";"0";"17";"0";"0";"19";"0";"0";"24";"0";"0";"17";"0";"0";"6";"0";"0";"6";"0";"0";"15";"0";"0";"20";"0";"0";"31";"0";"0";"12";"0";"0";"22";"0";"0";"16";"0";"0";"63";"0";"0";"31";"0";"0";"11";"0";"0";"36";"0";"0";"21";"0";"0";"23";"0";"0";"34";"0";"0";"40";"0";"0";"15";"0";"0";"26";"0";"0";"15";"0";"0";"9";"0";"0";"19";"0";"0";"19";"0";"0";"30";"0";"0";"20";"0";"0";"20";"0";"0";"15";"0";"0";"19";"0";"0";"23";"0";"0";"22";"0";"0";"35";"0";"0";"20";"0";"0";"13";"0";"0";"28";"0";"0";"24";"0"
"hsa-mir-320b-2";"intra";"NVL";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-320b-2/";"0";"30";"0";"0";"25";"0";"0";"19";"0";"0";"27";"0";"0";"19";"0";"0";"9";"0";"0";"11";"0";"0";"16";"0";"0";"31";"0";"0";"37";"0";"0";"21";"0";"0";"25";"0";"0";"18";"0";"0";"59";"0";"0";"34";"0";"0";"12";"0";"0";"39";"0";"0";"25";"0";"0";"27";"0";"0";"43";"0";"0";"40";"0";"0";"23";"0";"0";"26";"0";"0";"25";"0";"0";"9";"0";"0";"29";"0";"0";"24";"0";"0";"38";"0";"0";"25";"0";"0";"24";"0";"0";"28";"0";"0";"16";"0";"0";"26";"0";"0";"29";"0";"0";"48";"0";"0";"28";"0";"0";"16";"0";"0";"32";"0";"0";"34";"0"
"hsa-mir-378d-2";"inter";"PDP1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-378d-2/";"0";"15";"0";"0";"12";"0";"0";"11";"0";"0";"9";"0";"0";"8";"0";"0";"6";"0";"0";"7";"0";"0";"6";"0";"0";"15";"0";"0";"19";"0";"0";"7";"0";"0";"16";"0";"0";"9";"0";"0";"32";"0";"0";"17";"0";"0";"6";"0";"0";"18";"0";"0";"15";"0";"0";"13";"0";"0";"19";"0";"0";"19";"0";"0";"12";"0";"0";"11";"0";"0";"10";"0";"0";"4";"0";"0";"14";"0";"0";"10";"0";"0";"19";"0";"0";"14";"0";"0";"9";"0";"0";"14";"0";"0";"12";"0";"0";"9";"0";"0";"13";"0";"0";"20";"0";"0";"14";"0";"0";"4";"0";"0";"13";"0";"0";"18";"0"
"hsa-mir-874";"intra";"KLHL3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-874/";"0";"18";"0";"0";"17";"0";"0";"15";"0";"0";"20";"0";"0";"16";"0";"0";"6";"0";"0";"7";"0";"0";"10";"0";"0";"18";"0";"0";"27";"0";"0";"9";"0";"0";"18";"0";"0";"16";"0";"0";"51";"0";"0";"23";"0";"0";"10";"0";"0";"23";"0";"0";"15";"0";"0";"23";"0";"0";"29";"0";"0";"22";"0";"0";"15";"0";"0";"23";"0";"0";"18";"0";"0";"5";"0";"0";"19";"0";"0";"16";"0";"0";"26";"0";"0";"14";"0";"0";"12";"0";"0";"13";"0";"0";"12";"0";"0";"21";"0";"0";"25";"0";"0";"40";"0";"0";"21";"0";"0";"9";"0";"0";"31";"0";"0";"27";"0"
"hsa-mir-708";"intra";"TENM4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-708/";"0";"19";"0";"0";"21";"0";"0";"22";"0";"0";"19";"0";"0";"14";"0";"0";"11";"0";"0";"8";"0";"0";"14";"0";"0";"23";"0";"0";"28";"0";"0";"15";"0";"0";"20";"0";"0";"14";"0";"0";"55";"0";"0";"33";"0";"0";"14";"0";"0";"40";"0";"0";"28";"0";"0";"19";"0";"0";"46";"0";"0";"33";"0";"0";"24";"0";"0";"23";"0";"0";"30";"0";"0";"10";"0";"0";"27";"0";"0";"18";"0";"0";"29";"0";"0";"23";"0";"0";"20";"0";"0";"23";"0";"0";"19";"0";"0";"20";"0";"0";"25";"0";"0";"37";"0";"0";"31";"0";"0";"12";"0";"0";"27";"0";"0";"33";"0"
"hsa-mir-147b";"intra";"C15orf48";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-147b/";"0";"5";"0";"0";"7";"0";"0";"2";"0";"0";"7";"0";"0";"5";"0";"0";"3";"0";"0";"1";"0";"0";"5";"0";"0";"7";"0";"0";"6";"0";"0";"2";"0";"0";"7";"0";"0";"4";"0";"0";"10";"0";"0";"3";"0";"0";"2";"0";"0";"10";"0";"0";"4";"0";"0";"6";"0";"0";"5";"0";"0";"6";"0";"0";"7";"0";"0";"9";"0";"0";"3";"0";"0";"2";"0";"0";"5";"0";"0";"6";"0";"0";"9";"0";"0";"4";"0";"0";"5";"0";"0";"5";"0";"0";"4";"0";"0";"6";"0";"0";"7";"0";"0";"11";"0";"0";"4";"0";"0";"2";"0";"0";"8";"0";"0";"8";"0"
"hsa-mir-190b";"inter";"TPM3";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-190b/";"0";"9";"0";"0";"12";"0";"0";"9";"0";"0";"8";"0";"0";"5";"0";"0";"4";"0";"0";"5";"0";"0";"5";"0";"0";"11";"0";"0";"12";"0";"0";"4";"0";"0";"6";"0";"0";"6";"0";"0";"23";"0";"0";"6";"0";"0";"3";"0";"0";"10";"0";"0";"8";"0";"0";"9";"0";"0";"15";"0";"0";"17";"0";"0";"5";"0";"0";"8";"0";"0";"8";"0";"0";"4";"0";"0";"8";"0";"0";"7";"0";"0";"14";"0";"0";"5";"0";"0";"8";"0";"0";"5";"0";"0";"7";"0";"0";"6";"0";"0";"10";"0";"0";"12";"0";"0";"12";"0";"0";"6";"0";"0";"12";"0";"0";"6";"0"
"hsa-mir-744";"intra";"MAP2K4";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-744/";"0";"13";"0";"0";"15";"0";"0";"10";"0";"0";"12";"0";"0";"12";"0";"0";"4";"0";"0";"5";"0";"0";"9";"0";"0";"10";"0";"0";"22";"0";"0";"13";"0";"0";"14";"0";"0";"11";"0";"0";"50";"0";"0";"23";"0";"0";"6";"0";"0";"30";"0";"0";"18";"0";"0";"17";"0";"0";"33";"0";"0";"25";"0";"0";"15";"0";"0";"19";"0";"0";"14";"0";"0";"8";"0";"0";"21";"0";"0";"17";"0";"0";"29";"0";"0";"10";"0";"0";"14";"0";"0";"11";"0";"0";"13";"0";"0";"14";"0";"0";"20";"0";"1";"32";"0";"0";"16";"0";"0";"9";"0";"0";"19";"0";"0";"24";"0"
"hsa-mir-877";"intra";"ABCF1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-877/";"0";"26";"0";"0";"18";"0";"0";"18";"0";"0";"20";"0";"0";"14";"0";"0";"9";"0";"0";"6";"0";"0";"14";"0";"0";"28";"0";"0";"31";"0";"0";"15";"0";"0";"19";"0";"0";"17";"0";"0";"67";"0";"0";"26";"0";"0";"7";"0";"0";"53";"0";"0";"16";"0";"0";"17";"0";"0";"42";"0";"0";"32";"0";"0";"20";"0";"0";"17";"0";"0";"22";"0";"0";"4";"0";"0";"26";"0";"0";"22";"0";"0";"29";"0";"0";"22";"0";"0";"13";"0";"0";"20";"0";"0";"21";"0";"0";"19";"0";"0";"24";"0";"0";"37";"0";"0";"21";"0";"0";"8";"0";"0";"24";"0";"0";"30";"0"
"hsa-mir-374b";"inter";"FTX";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-374b/";"0";"39";"0";"0";"24";"0";"0";"24";"0";"0";"33";"0";"0";"17";"0";"0";"17";"0";"0";"12";"0";"0";"31";"0";"0";"28";"0";"0";"41";"0";"0";"21";"0";"0";"30";"0";"0";"26";"0";"0";"80";"0";"0";"30";"0";"0";"10";"0";"0";"47";"0";"0";"32";"0";"0";"39";"0";"0";"53";"0";"0";"44";"0";"0";"22";"0";"0";"34";"0";"0";"22";"0";"0";"10";"0";"0";"37";"0";"0";"26";"0";"0";"40";"0";"0";"32";"0";"0";"29";"0";"0";"24";"0";"0";"29";"0";"0";"32";"0";"0";"24";"0";"0";"61";"0";"0";"31";"0";"0";"15";"0";"0";"37";"0";"0";"38";"0"
"hsa-mir-301b";"inter";"SDF2L1";"http://www.bioinfo.mochsl.org.br/miriad/miRNA/hsa-mir-301b/";"0";"21";"0";"0";"15";"0";"0";"17";"0";"0";"21";"0";"0";"12";"0";"0";"6";"0";"0";"6";"0";"0";"12";"0";"0";"17";"0";"0";"28";"0";"0";"11";"0";"0";"18";"0";"0";"13";"0";"0";"52";"0";"0";"25";"0";"0";"10";"0";"0";"32";"0";"0";"19";"0";"0";"20";"0";"0";"28";"0";"0";"35";"0";"0";"12";"0";"0";"21";"0";"0";"12";"0";"0";"9";"0";"0";"17";"0";"0";"15";"0";"0";"22";"0";"0";"17";"0";"0";"19";"0";"0";"12";"0";"0";"16";"0";"0";"18";"0";"0";"21";"0";"0";"27";"0";"0";"19";"0";"0";"12";"0";"0";"23";"0";"0";"21";"0"
